      208	2024-01-01 06:42:11	1	0	1	0
      206	2024-01-01 06:44:53	1	0	1	0
      207	2024-01-01 06:48:07	1	0	1	0
      279	2024-01-01 06:55:24	1	0	1	0
      240	2024-01-01 07:11:23	1	0	1	0
      247	2024-01-01 07:13:31	1	0	1	0
      209	2024-01-01 07:18:18	1	0	1	0
      216	2024-01-01 07:46:42	1	0	15	0
      215	2024-01-01 07:51:41	1	0	1	0
      284	2024-01-01 07:57:36	1	0	1	0
      246	2024-01-01 08:02:12	1	0	1	0
      255	2024-01-01 08:02:46	1	0	15	0
      241	2024-01-01 08:02:59	1	0	1	0
      285	2024-01-01 08:03:04	1	0	1	0
      255	2024-01-01 08:03:13	1	0	1	0
      267	2024-01-01 08:04:07	1	0	1	0
      262	2024-01-01 08:08:20	1	0	1	0
      271	2024-01-01 08:12:02	1	0	1	0
      264	2024-01-01 08:16:37	1	0	1	0
      236	2024-01-01 08:16:40	1	0	1	0
      265	2024-01-01 08:16:46	1	0	1	0
      258	2024-01-01 08:17:27	1	0	1	0
      270	2024-01-01 08:19:09	1	0	1	0
      248	2024-01-01 08:28:07	1	0	1	0
      259	2024-01-01 08:28:17	1	0	1	0
      234	2024-01-01 08:30:01	1	0	1	0
      251	2024-01-01 08:33:02	1	0	1	0
      272	2024-01-01 08:34:24	1	0	1	0
      233	2024-01-01 08:34:27	1	0	1	0
      220	2024-01-01 08:34:36	1	0	1	0
      219	2024-01-01 08:39:02	1	0	1	0
      254	2024-01-01 08:39:42	1	0	1	0
      211	2024-01-01 08:44:16	1	0	1	0
      252	2024-01-01 08:46:23	1	0	1	0
      218	2024-01-01 08:58:58	1	0	1	0
      289	2024-01-01 09:04:09	1	0	1	0
      249	2024-01-01 09:04:44	1	0	15	0
      250	2024-01-01 09:05:16	1	0	1	0
      256	2024-01-01 09:05:27	1	0	1	0
      275	2024-01-01 09:05:40	1	0	1	0
      276	2024-01-01 09:05:47	1	0	1	0
      261	2024-01-01 09:05:55	1	0	1	0
      277	2024-01-01 09:08:07	1	0	1	0
      244	2024-01-01 09:08:27	1	0	1	0
      287	2024-01-01 09:08:57	1	0	1	0
      273	2024-01-01 09:09:42	1	0	1	0
      229	2024-01-01 09:14:37	1	0	1	0
      242	2024-01-01 09:17:23	1	0	1	0
      278	2024-01-01 09:18:37	1	0	1	0
      266	2024-01-01 09:24:33	1	0	1	0
      225	2024-01-01 09:26:49	1	0	1	0
      268	2024-01-01 09:29:52	1	0	1	0
      269	2024-01-01 09:29:57	1	0	1	0
      210	2024-01-01 09:38:53	1	0	1	0
      210	2024-01-01 09:38:57	1	0	1	0
      266	2024-01-01 12:18:07	1	0	1	0
      234	2024-01-01 12:40:16	1	0	1	0
      268	2024-01-01 13:11:10	1	0	1	0
      267	2024-01-01 13:17:47	1	0	1	0
      276	2024-01-01 13:18:24	1	0	1	0
      277	2024-01-01 13:18:34	1	0	1	0
      279	2024-01-01 13:29:34	1	0	1	0
      269	2024-01-01 13:36:55	1	0	1	0
      289	2024-01-01 13:53:09	1	0	1	0
      209	2024-01-01 14:00:48	1	0	1	0
      206	2024-01-01 14:14:35	1	0	1	0
      207	2024-01-01 14:14:40	1	0	1	0
      220	2024-01-01 14:32:06	1	0	1	0
      285	2024-01-01 14:50:29	1	0	1	0
      229	2024-01-01 14:56:37	1	0	1	0
      272	2024-01-01 14:56:38	1	0	1	0
      233	2024-01-01 14:56:43	1	0	1	0
      218	2024-01-01 15:15:51	1	0	15	0
      250	2024-01-01 15:16:06	1	0	1	0
      274	2024-01-01 15:16:41	1	0	1	0
      249	2024-01-01 15:16:51	1	0	15	0
      287	2024-01-01 15:17:47	1	0	1	0
      256	2024-01-01 15:17:51	1	0	1	0
      248	2024-01-01 15:22:30	1	0	1	0
      262	2024-01-01 15:26:11	1	0	1	0
      257	2024-01-01 15:32:56	1	0	1	0
      245	2024-01-01 15:33:43	1	0	1	0
      264	2024-01-01 15:34:23	1	0	1	0
      265	2024-01-01 15:34:39	1	0	1	0
      236	2024-01-01 15:34:44	1	0	1	0
      251	2024-01-01 15:34:48	1	0	1	0
      252	2024-01-01 15:35:07	1	0	1	0
      245	2024-01-01 15:35:18	1	0	1	0
      270	2024-01-01 15:36:30	1	0	1	0
      254	2024-01-01 15:37:48	1	0	1	0
      219	2024-01-01 15:38:11	1	0	1	0
      224	2024-01-01 15:38:34	1	0	1	0
      246	2024-01-01 15:39:05	1	0	1	0
      215	2024-01-01 15:42:52	1	0	1	0
      216	2024-01-01 15:44:25	1	0	15	0
      215	2024-01-01 15:44:32	1	0	1	0
      255	2024-01-01 15:46:06	1	0	15	0
      258	2024-01-01 15:46:35	1	0	1	0
      242	2024-01-01 15:46:44	1	0	1	0
      241	2024-01-01 15:46:50	1	0	1	0
      261	2024-01-01 15:47:14	1	0	1	0
      278	2024-01-01 15:47:20	1	0	1	0
      244	2024-01-01 15:51:44	1	0	1	0
      271	2024-01-01 15:52:42	1	0	1	0
      284	2024-01-01 15:52:49	1	0	1	0
      224	2024-01-02 06:16:34	1	0	1	0
      207	2024-01-02 06:42:37	1	0	1	0
      206	2024-01-02 06:50:17	1	0	1	0
      279	2024-01-02 06:51:05	1	0	1	0
      208	2024-01-02 06:51:21	1	0	1	0
      210	2024-01-02 07:30:17	1	0	1	0
      209	2024-01-02 07:36:08	1	0	1	0
      242	2024-01-02 07:43:32	1	0	1	0
      216	2024-01-02 07:44:46	1	0	15	0
      257	2024-01-02 07:45:37	1	0	1	0
      215	2024-01-02 07:50:12	1	0	1	0
      270	2024-01-02 07:51:15	1	0	1	0
      245	2024-01-02 07:51:43	1	0	1	0
      241	2024-01-02 07:57:30	1	0	1	0
      238	2024-01-02 08:01:31	1	0	1	0
      262	2024-01-02 08:02:58	1	0	1	0
      277	2024-01-02 08:06:22	1	0	1	0
      271	2024-01-02 08:06:49	1	0	1	0
      246	2024-01-02 08:07:34	1	0	1	0
      232	2024-01-02 08:08:20	1	0	1	0
      255	2024-01-02 08:09:28	1	0	1	0
      258	2024-01-02 08:10:51	1	0	1	0
      244	2024-01-02 08:11:21	1	0	1	0
      254	2024-01-02 08:16:39	1	0	1	0
      265	2024-01-02 08:20:21	1	0	1	0
      264	2024-01-02 08:20:24	1	0	1	0
      236	2024-01-02 08:20:31	1	0	1	0
      236	2024-01-02 08:20:33	1	0	1	0
      220	2024-01-02 08:27:56	1	0	1	0
      250	2024-01-02 08:30:59	1	0	1	0
      252	2024-01-02 08:31:18	1	0	1	0
      251	2024-01-02 08:31:43	1	0	1	0
      219	2024-01-02 08:36:40	1	0	1	0
      233	2024-01-02 08:37:19	1	0	1	0
      263	2024-01-02 08:37:22	1	0	1	0
      272	2024-01-02 08:37:24	1	0	1	0
      205	2024-01-02 08:37:51	1	0	1	0
      211	2024-01-02 08:39:09	1	0	1	0
      259	2024-01-02 08:40:16	1	0	1	0
      248	2024-01-02 08:40:22	1	0	1	0
